open;high;low;close;volume;marketCap;timestamp
109.7987628439;113.1148897841;108.634336266;112.972792565;1202250515.7;37016030859.39;"2022-04-09T23:59:59.999Z"
112.9727114843;115.8083264909;110.0778350414;111.7424356317;1280232450.32;36612845093.25;"2022-04-10T23:59:59.999Z"
111.6989899452;111.8311390386;98.6708543589;99.3391004518;2272498193.67;32578478203.32;"2022-04-11T23:59:59.999Z"
99.3846773181;109.1175581386;98.9352993983;103.3063878372;2317008206.84;33876639836.21;"2022-04-12T23:59:59.999Z"
103.2810129499;105.6768505413;100.4884570256;105.0019475001;1675840411.98;34446417329.75;"2022-04-13T23:59:59.999Z"
104.9406031561;107.3296377691;99.2568463206;100.7078010378;1686576071.06;33037638422.19;"2022-04-14T23:59:59.999Z"
100.7065282725;102.6726425066;100.1008948271;101.3097764848;1050639350.77;33733487009.15;"2022-04-15T23:59:59.999Z"
101.29869416;103.2717215475;100.9647204962;102.2573126931;774939305.12;34063156158.3;"2022-04-16T23:59:59.999Z"
102.2484388709;105.2945551556;99.9581757964;100.4096963588;1057908298.94;33448341308.02;"2022-04-17T23:59:59.999Z"
100.407948392;102.5170256817;95.2427740977;102.1585344689;1846133932.4;34030862759.18;"2022-04-18T23:59:59.999Z"
102.2023818991;108.5820327148;101.3017284067;108.5820327148;1711909607.27;36205329781.76;"2022-04-19T23:59:59.999Z"
108.6021977972;110.7229788695;104.772660903;105.4970008243;1761531527.94;35176593429.43;"2022-04-20T23:59:59.999Z"
105.4976704954;109.7653297838;100.767154272;101.7761423806;1838571746.9;33935858708.04;"2022-04-21T23:59:59.999Z"
101.7574222517;103.4981447884;99.5794330701;100.6120533938;1274793594.44;33561079113.17;"2022-04-22T23:59:59.999Z"
100.6197813169;102.7712322843;98.7815676002;100.7444402666;823252482.49;33605175877.36;"2022-04-23T23:59:59.999Z"
100.727186547;102.2166833914;99.0085147656;99.235792967;818266007.64;33101881730.6;"2022-04-24T23:59:59.999Z"
99.2414112294;101.4405906811;94.7557493041;101.2476341146;1538486688.6;33772914316.27;"2022-04-25T23:59:59.999Z"
101.2248791239;101.7424851764;95.1778927511;95.7821480444;1301074534.36;31962849254.72;"2022-04-26T23:59:59.999Z"
95.7855208437;100.5449260351;95.2835008919;98.3788714598;1253566599.48;32829333026.89;"2022-04-27T23:59:59.999Z"
98.3821465866;100.4012318509;96.6945226734;98.185729412;1307131609.42;32764948307.2;"2022-04-28T23:59:59.999Z"
98.182961399;98.5685646365;92.8842730466;94.0113484749;1234575023.19;31400352078.57;"2022-04-29T23:59:59.999Z"
94.0135551499;94.9288451769;82.909542218;85.0959330339;1293033765.15;28422718817.87;"2022-04-30T23:59:59.999Z"
85.0946901031;92.4301329733;84.9441562717;89.6715052564;1426749080.48;29986417059.76;"2022-05-01T23:59:59.999Z"
89.6720577002;90.6933678206;85.4072156943;87.5810134075;1265220128.58;29271114445.84;"2022-05-02T23:59:59.999Z"
87.5627442331;88.6878574296;84.922105644;85.8423758862;1011988792;28689978615.15;"2022-05-03T23:59:59.999Z"
85.8417308309;92.9371981481;85.7280689377;92.7708541817;1428455342.33;31005535019.26;"2022-05-04T23:59:59.999Z"
92.7697924147;95.0328188061;81.8348689335;84.5960202739;1805979399.37;28284629323.7;"2022-05-05T23:59:59.999Z"
84.5884973209;84.6469357991;80.4686127362;81.7641025226;1585081919.8;27365865668.53;"2022-05-06T23:59:59.999Z"
81.7666667493;82.1807825589;77.8832315684;78.9834230847;1139093165.42;26474257127.71;"2022-05-07T23:59:59.999Z"
78.9876355844;79.2837891734;74.5271804878;75.2201815663;1439700867.64;25222885523.02;"2022-05-08T23:59:59.999Z"
75.234455862;76.9830899067;63.2696536149;63.2696536149;2773999163.52;21297991170.96;"2022-05-09T23:59:59.999Z"
63.369312875;73.7598904419;61.0265856443;66.7661491893;3677013065.81;22475117995.43;"2022-05-10T23:59:59.999Z"
66.7347467072;68.1172244714;44.0038262811;50.2108480581;4432811557.58;16910528275.47;"2022-05-11T23:59:59.999Z"
50.2392325689;53.6593890078;38.0500916745;44.6835896624;4471167154.65;15054952460.05;"2022-05-12T23:59:59.999Z"
44.6335724899;55.9021136051;44.0763663422;48.5935496973;2854210431.71;16391692820.69;"2022-05-13T23:59:59.999Z"
48.6766432897;53.0611633188;46.2205666841;52.4172258959;2042138537.47;17681477160.25;"2022-05-14T23:59:59.999Z"
52.4313415986;58.8780674265;49.8347992005;58.8112590078;1843835577.83;19846538361.82;"2022-05-15T23:59:59.999Z"
58.8039140989;58.8039140989;52.2679290084;53.6464612339;2067312216.9;18086298370.03;"2022-05-16T23:59:59.999Z"
53.6560053497;58.0380719282;53.5053041175;57.1256237303;1823895389.02;19271673602.95;"2022-05-17T23:59:59.999Z"
57.1163162402;57.6977210154;49.7310926341;49.7562092865;1745565671.05;16785534281.72;"2022-05-18T23:59:59.999Z"
49.7948625807;53.6174879464;48.6355502883;52.213977891;1958004386.11;17707717284.5;"2022-05-19T23:59:59.999Z"
52.2119714538;53.4380413404;48.0505827012;49.5385096952;1830699507.11;16800346868.61;"2022-05-20T23:59:59.999Z"
49.5354501697;51.0550505383;48.7674884791;50.3179827689;979492374.27;17064668695.33;"2022-05-21T23:59:59.999Z"
50.3206586202;53.0216607253;49.8627845896;52.7551786886;1105760506;17898175243.17;"2022-05-22T23:59:59.999Z"
52.7360864361;54.474647428;48.9272462633;49.0568500549;1661669360.39;16643425149.94;"2022-05-23T23:59:59.999Z"
49.064230896;50.5775228786;47.5008232522;49.6533362781;1508166641.84;16845804589.15;"2022-05-24T23:59:59.999Z"
49.648419939;50.4423720906;47.6731444625;47.9824252864;1304580066.87;16278899688.53;"2022-05-25T23:59:59.999Z"
47.9839748276;48.5510196647;42.321378905;43.491211424;2208994514.34;14760880598.92;"2022-05-26T23:59:59.999Z"
43.4743794258;43.8136469155;40.2689641044;40.9813472535;2256358025.89;13909019555.02;"2022-05-27T23:59:59.999Z"
41.4937331084;44.6580123807;40.5486805046;44.3431630578;1254325883.66;15049997720.82;"2022-05-28T23:59:59.999Z"
44.3387906601;45.3862536299;41.9980450379;44.9096134078;1317843243.33;15248168487.39;"2022-05-29T23:59:59.999Z"
44.9086683093;47.9368296963;44.3574075549;47.1794454433;1708817064.84;16018826337.53;"2022-05-30T23:59:59.999Z"
47.1813272676;48.0389898136;44.8400163991;45.7678419404;1509191626.62;15539526232.56;"2022-05-31T23:59:59.999Z"
45.7651294044;45.9466585686;40.0503518113;40.2696700826;1422647091.84;13690214127.7;"2022-06-01T23:59:59.999Z"
40.2552811952;41.3278673167;38.3606714826;40.8913470429;1554022054.02;13895197381.87;"2022-06-02T23:59:59.999Z"
40.8957516472;41.4333473001;37.8027194603;38.2592199407;1348656101.57;13000761217.06;"2022-06-03T23:59:59.999Z"
38.2745505214;39.0404294012;36.0407258913;38.9314448944;1130762769.94;13229166675.49;"2022-06-04T23:59:59.999Z"
38.9341025207;39.9952951368;38.0353508799;38.4805316339;998532386.92;13075923614.97;"2022-06-05T23:59:59.999Z"
38.5015999393;44.4506173554;38.4387912131;42.4331344699;1955057411.13;14424637593.92;"2022-06-06T23:59:59.999Z"
42.429775597;42.4493107007;37.7763266532;39.4375707595;1974825212.74;13425918916.85;"2022-06-07T23:59:59.999Z"
39.4340519929;40.5268073391;38.4016078696;38.8433695221;1211034282.43;13274759591.59;"2022-06-08T23:59:59.999Z"
38.8455863049;41.7237637509;38.555694527;39.9726062735;1265873005.09;13665953108.87;"2022-06-09T23:59:59.999Z"
39.9676243121;40.7697786056;37.0012601825;37.0897693596;1177042405.65;12681410990.12;"2022-06-10T23:59:59.999Z"
37.0923807428;37.8432592789;33.4359183234;33.8211192417;1086904916.83;11569435497.55;"2022-06-11T23:59:59.999Z"
33.837489853;34.2285051926;30.7432714447;30.7432714447;1430666509.61;10516559194.38;"2022-06-12T23:59:59.999Z"
30.7302929928;30.9179822759;26.1396110762;28.1923606284;2577135234.18;9647671921.01;"2022-06-13T23:59:59.999Z"
28.1828959994;31.6103192009;26.0603203441;29.7146185362;2317785256.46;10168590806.08;"2022-06-14T23:59:59.999Z"
29.6957686239;34.5655271789;26.8684010121;34.4879434979;2574959860.04;11802105691.48;"2022-06-15T23:59:59.999Z"
34.5061216877;35.7117180083;29.7316991065;29.9897423118;1908909523.28;10266933100.9;"2022-06-16T23:59:59.999Z"
30.0025022546;32.008871093;29.4780641525;30.7429196312;1283536080.52;10525467559.69;"2022-06-17T23:59:59.999Z"
30.740924349;31.8386322485;27.4630392011;31.8079359569;1804420725.99;10890380857.35;"2022-06-18T23:59:59.999Z"
31.8091344329;35.1605756225;28.9105091734;34.2437472248;2005402608.2;11724330826.15;"2022-06-19T23:59:59.999Z"
34.2383657074;36.7642384661;31.8929117212;35.4171129466;1958378682.98;12130694927.92;"2022-06-20T23:59:59.999Z"
35.3971560972;38.8047727579;34.4001143215;36.1211580308;1790090430.54;12371813460.88;"2022-06-21T23:59:59.999Z"
36.182723822;36.7046811903;33.802741054;34.1216355033;1533123070.72;11686937663;"2022-06-22T23:59:59.999Z"
34.1208052195;38.3473529236;34.0835889226;38.1752318268;1666479183.51;13080320647.23;"2022-06-23T23:59:59.999Z"
38.20144442;42.7293163536;37.8529369966;42.2120489977;1765927064.09;14463467673.44;"2022-06-24T23:59:59.999Z"
42.2029978422;42.4906923461;39.875328658;42.3328121796;1271293523.09;14504821341.08;"2022-06-25T23:59:59.999Z"
42.3024191323;42.3413240383;39.3843045365;39.408086708;1138724690.45;13507861443.26;"2022-06-26T23:59:59.999Z"
39.4090880789;41.0821593843;38.1709238177;38.4512510734;1253389516.76;13179917589.26;"2022-06-27T23:59:59.999Z"
38.4454281435;39.7059336633;35.2291380028;35.3264397081;1361946847.39;12108802089.26;"2022-06-28T23:59:59.999Z"
35.3272363499;35.9692319291;33.2511356975;33.8739022997;1366803516.07;11615355558.84;"2022-06-29T23:59:59.999Z"
33.9087827839;34.045754208;31.0573471316;33.5884180102;1321861662.75;11517442144.91;"2022-06-30T23:59:59.999Z"
33.6456523142;35.2307424808;31.9340668919;32.8030700805;1427407654.72;11260787475.62;"2022-07-01T23:59:59.999Z"
32.811003193;33.9345984025;31.957585952;33.3594080252;765552187.08;11456182205.95;"2022-07-02T23:59:59.999Z"
33.3562598354;33.5774979118;32.2190789891;33.385931659;605659824.86;11465283748.5;"2022-07-03T23:59:59.999Z"
33.3852682335;36.8065085407;32.5207124231;36.785031524;1091202628.21;12633208223.93;"2022-07-04T23:59:59.999Z"
36.7612685547;36.8724910405;33.2667944474;35.395554521;1569156882.11;12145804296.82;"2022-07-05T23:59:59.999Z"
35.404721674;37.4762303192;34.8894865431;37.0735624288;1410588451.39;12726514304.75;"2022-07-06T23:59:59.999Z"
37.0752671187;39.1194792491;36.4977133025;38.5183075993;1189167903.18;13242839648.99;"2022-07-07T23:59:59.999Z"
38.5174299196;39.3528387896;36.5562092779;38.2867206382;1485794729.62;13213057612.3;"2022-07-08T23:59:59.999Z"
38.292434124;38.7925337005;37.8700644819;38.0719592255;789899204.39;13144005205.28;"2022-07-09T23:59:59.999Z"
38.0710832197;38.0710832197;36.3867683315;36.697608771;714119421.4;12670817158.63;"2022-07-10T23:59:59.999Z"
36.6931957456;36.6931957456;33.3373014212;33.4636024017;930216019.91;11559735103.83;"2022-07-11T23:59:59.999Z"
33.4650288997;34.501242825;32.7575938104;32.7575938104;916386230.39;11320200696.56;"2022-07-12T23:59:59.999Z"
32.7480285675;34.9396653163;31.9594708927;34.9109402768;1313110216.86;12064347013.02;"2022-07-13T23:59:59.999Z"
34.912261119;37.2210231999;33.690949421;37.1078216326;1320137563.15;12823564044.08;"2022-07-14T23:59:59.999Z"
37.1122398126;38.8511798848;36.6462329092;37.4159287108;1266226949.64;12934991344.33;"2022-07-15T23:59:59.999Z"
37.4127570838;40.0847023378;36.4015389904;39.5741247542;1149921714.49;13671687076.48;"2022-07-16T23:59:59.999Z"
39.5798921865;40.9687249368;38.546472609;38.644723443;1119935903.82;13350831260.73;"2022-07-17T23:59:59.999Z"
38.6469583472;43.7461567693;38.6085632786;43.7461567693;1793335611.43;15119057277.04;"2022-07-18T23:59:59.999Z"
43.6685430307;47.0993821633;42.7169975674;44.8998760131;2530289999.49;15517763218.69;"2022-07-19T23:59:59.999Z"
44.8968543242;46.0957280695;41.642552838;42.0936709747;2020822241.78;14547886502.65;"2022-07-20T23:59:59.999Z"
42.0884233206;43.9194073423;39.8182861117;43.1905936365;1926399176.1;14932954715.8;"2022-07-21T23:59:59.999Z"
43.1890111534;44.223218126;40.1388779273;40.6185036365;1523873135.98;14044360902.31;"2022-07-22T23:59:59.999Z"
40.5911689193;41.8263773156;38.714315527;40.0409784497;1151436691.3;13844645600.58;"2022-07-23T23:59:59.999Z"
40.0388111163;42.0211218661;39.6056184457;41.0065860585;1115260732.74;14183909251.88;"2022-07-24T23:59:59.999Z"
41.0094813236;41.0481816594;36.711998124;36.711998124;1465847128.34;12698416310.34;"2022-07-25T23:59:59.999Z"
36.7154237122;36.7154237122;34.8198390637;36.1908520388;1362323125.85;12518295028.05;"2022-07-26T23:59:59.999Z"
36.2037446435;40.3947281667;35.7550593097;40.3078476331;1829226048.81;13947675591.36;"2022-07-27T23:59:59.999Z"
40.3020822868;44.0732941631;39.1328987842;42.84526776;2454901807.47;14825668370.91;"2022-07-28T23:59:59.999Z"
42.8769697044;44.2287471802;41.2770067722;41.926999406;2066610407.88;14507890772.49;"2022-07-29T23:59:59.999Z"
41.9234165688;46.4760264359;41.6191857059;43.7558894543;1980341417.97;15140706452.23;"2022-07-30T23:59:59.999Z"
43.7606592763;45.0515291333;42.352737175;42.4002039961;1356657074.98;14677221207.36;"2022-07-31T23:59:59.999Z"
42.4015541015;43.1162897412;40.7367616149;41.7864841078;1082119920.68;14479875105.09;"2022-08-01T23:59:59.999Z"
41.7741460112;42.3321134365;39.7471213728;39.7545049622;1205226999.14;13775725523.32;"2022-08-02T23:59:59.999Z"
39.754862876;40.7306515348;37.8931299646;38.5444174108;2312325349.67;13361517322.59;"2022-08-03T23:59:59.999Z"
38.5446384302;39.6798795909;38.0447270569;38.8306742902;1235137178.24;13448585170.91;"2022-08-04T23:59:59.999Z"
38.8239916653;41.1746540579;38.795720193;40.5610333101;1198859110.6;14047846392.7;"2022-08-05T23:59:59.999Z"
40.5611683334;40.8454138819;39.9530967483;40.0570046905;650997770.07;13878612969.51;"2022-08-06T23:59:59.999Z"
40.0600470715;41.4940683689;39.3364833144;40.605591952;614104051.26;14089000374.03;"2022-08-07T23:59:59.999Z"
40.6096407054;43.539855408;40.6037978798;42.1705528596;1117550362.7;14692531939.71;"2022-08-08T23:59:59.999Z"
42.1753923951;42.7023939449;39.9439272653;40.3726244306;895263875.12;14066091186.82;"2022-08-09T23:59:59.999Z"
40.3705251286;42.6118152737;39.257372343;42.3658664251;1389333742.4;14760621904.89;"2022-08-10T23:59:59.999Z"
42.373649473;45.1247708429;42.373649473;42.8217893452;1735349567.9;14926562728.09;"2022-08-11T23:59:59.999Z"
42.8205306194;45.3751839565;42.231141823;45.3347567539;1128246062.89;15808543966.16;"2022-08-12T23:59:59.999Z"
45.3407426814;48.1842845917;45.3407426814;46.4853488315;1416039040.17;16209730478.88;"2022-08-13T23:59:59.999Z"
46.5059853902;47.9608761796;44.6940395144;44.9165702658;1061034921.66;15662657782.88;"2022-08-14T23:59:59.999Z"
44.9224409272;47.1275391844;42.9090314147;43.8232238705;1364253428.91;15287214697.61;"2022-08-15T23:59:59.999Z"
43.8060951905;44.1871207753;42.7821526509;43.1588040174;1131452044.68;15055409667.57;"2022-08-16T23:59:59.999Z"
43.153056898;44.6330884719;40.2867710807;40.4030551343;1336772690.92;14094071905.93;"2022-08-17T23:59:59.999Z"
40.4265080521;41.6073052574;39.5259371467;39.5452320179;885648540.06;13793882541.16;"2022-08-18T23:59:59.999Z"
39.5413285907;39.5413285907;35.7550266094;35.8902567302;1821467945.41;12518976237.59;"2022-08-19T23:59:59.999Z"
35.8766117838;37.2232075312;34.3583389574;35.2697335733;1203622743.23;12313396664.42;"2022-08-20T23:59:59.999Z"
35.264178115;36.982368042;34.7823049168;36.5331983251;982071274.97;12754468528.38;"2022-08-21T23:59:59.999Z"
36.5258063123;36.5258063123;33.9004420701;35.4743808039;1139846769.99;12384788098.88;"2022-08-22T23:59:59.999Z"
35.475305895;36.0504223626;34.3129162288;35.6462514997;854779221.43;12449504399.49;"2022-08-23T23:59:59.999Z"
35.645656169;36.2860666417;34.4335161888;34.9579146202;946325778.39;12209076679.09;"2022-08-24T23:59:59.999Z"
34.9591020773;36.4226702;34.9336448867;35.31646523;828503624.09;12334274836.21;"2022-08-25T23:59:59.999Z"
35.3132570972;35.5801320661;31.4993258862;31.7263630512;1315871629.36;11084618357.38;"2022-08-26T23:59:59.999Z"
31.71382848;32.2050845223;30.9530189205;31.5424320507;764882265.49;11020331826.17;"2022-08-27T23:59:59.999Z"
31.5388638243;32.129613418;30.3887800838;30.392286778;562501615.01;10618466610.71;"2022-08-28T23:59:59.999Z"
30.3938591356;32.5207465652;30.1191622109;32.4652987619;891913483.95;11346995761.15;"2022-08-29T23:59:59.999Z"
32.4600417709;33.0726359589;30.7965253685;31.4120557475;861409804.42;10978850937.97;"2022-08-30T23:59:59.999Z"
31.4165147717;32.8764227673;31.2378847221;31.4729564045;769308936.55;11000112739.2;"2022-08-31T23:59:59.999Z"
31.4750823681;31.7093137081;30.5112661153;31.5856780002;666487073.58;11045834220.48;"2022-09-01T23:59:59.999Z"
31.584987001;32.3588305453;30.8439488147;31.2279314826;659575995.22;10920704686.95;"2022-09-02T23:59:59.999Z"
31.2281926769;31.2323127631;30.8583676006;31.109482876;314531753.17;10879255849.53;"2022-09-03T23:59:59.999Z"
31.1089397532;32.1393517027;31.0818660952;32.1069565891;392954662.9;11232288701.6;"2022-09-04T23:59:59.999Z"
32.1080274696;32.3705329175;31.2110687089;32.1946503945;512588616.47;11262941461.85;"2022-09-05T23:59:59.999Z"
32.1996692228;33.7852986697;30.640546459;30.8917431674;1196204018.72;10811183863.52;"2022-09-06T23:59:59.999Z"
30.8838988893;32.8968960178;30.4889496408;32.7109196306;779212909.2;11546558098.3;"2022-09-07T23:59:59.999Z"
32.7080311527;33.7960508015;32.102500994;33.6086453162;978070645.99;11863418423.13;"2022-09-08T23:59:59.999Z"
33.6066451004;35.7999329852;33.6063983632;34.7397646217;1186140934.03;12267250689.15;"2022-09-09T23:59:59.999Z"
34.7328555642;35.3621417322;34.3694174355;35.1267268007;731145105.85;12403867342.36;"2022-09-10T23:59:59.999Z"
35.1228401064;35.8995198995;34.1244339616;34.9659625577;757216095.72;12352902118.72;"2022-09-11T23:59:59.999Z"
34.9674420706;38.1690782817;34.5079239264;37.4241825845;1701399969.79;13226280441.44;"2022-09-12T23:59:59.999Z"
37.4216083688;38.8703854582;32.8704542344;33.4308166112;1785181627.34;11815911870.7;"2022-09-13T23:59:59.999Z"
33.0182784063;34.2831973851;32.8704542344;34.0915698992;1003604223.61;12062868030.95;"2022-09-14T23:59:59.999Z"
34.0942925524;34.715268183;32.7218936127;33.0476821879;1139377802.54;11698209082.79;"2022-09-15T23:59:59.999Z"
33.0445931869;33.2031235621;31.6411651543;32.2088574239;765952525.44;11401260515.46;"2022-09-16T23:59:59.999Z"
32.2122449526;33.8481800899;32.2122449526;33.7507778906;501302380.48;11947252004.49;"2022-09-17T23:59:59.999Z"
33.7482746286;33.954714871;30.9791434505;31.0598543513;694870048.72;10998783712.55;"2022-09-18T23:59:59.999Z"
31.0536132589;32.9898580196;30.6932477001;32.685303759;971182780.36;11568250432.08;"2022-09-19T23:59:59.999Z"
32.6870639181;32.7901118457;31.3890317939;31.433039933;819978937.1;11125013748.05;"2022-09-20T23:59:59.999Z"
31.4337912166;33.1339599596;30.1950676432;30.8263779578;1193686257.86;10914413725.93;"2022-09-21T23:59:59.999Z"
30.8157715046;32.8070464805;30.6388821347;32.4089039557;833702543.48;11489673166.14;"2022-09-22T23:59:59.999Z"
32.406236796;33.9091664375;31.3635543249;33.676635604;982495446.97;11939083169.39;"2022-09-23T23:59:59.999Z"
33.6751295105;34.6991772099;33.2740956347;33.4626512649;872691785.3;11867593382.62;"2022-09-24T23:59:59.999Z"
33.4610622499;33.9852389373;32.0149192482;32.3353599916;610529879.03;11467768425.61;"2022-09-25T23:59:59.999Z"
32.3363477935;33.881507663;31.9601501357;33.8805530294;936313674.48;12020234575.12;"2022-09-26T23:59:59.999Z"
33.8786281581;35.2372426604;32.2718335303;32.7501289415;1223724195.05;11619152543.75;"2022-09-27T23:59:59.999Z"
32.7382532833;33.7410972659;31.7277011917;33.2354386874;998520503.49;11791307083.53;"2022-09-28T23:59:59.999Z"
33.2352820506;34.3383133548;32.7930475652;33.9524482964;951223920.64;12050180083.22;"2022-09-29T23:59:59.999Z"
33.9517798088;35.1333467337;32.7358151421;33.212444532;1210784941.26;11787522154.36;"2022-09-30T23:59:59.999Z"
33.2156900314;33.2250833343;32.4669431368;32.4693929703;572976679.25;11535862854.85;"2022-10-01T23:59:59.999Z"
32.4704208519;32.9981195231;31.9971391449;32.0556983393;532211083.89;11393119249.47;"2022-10-02T23:59:59.999Z"
32.0571104831;33.2049301429;31.9549317479;32.9676221654;633204077.04;11706353014.72;"2022-10-03T23:59:59.999Z"
32.9567721839;34.3419993571;32.881382935;34.1224693945;717157068.84;12116396797.35;"2022-10-04T23:59:59.999Z"
34.1171922616;34.3115422079;33.279221615;34.0738839954;655950187.96;12103633784.45;"2022-10-05T23:59:59.999Z"
